model_name,experiment,episode_id,scene,evaluation_mode,sensor_profile,comparison_track,camera_horizontal_fov_degrees,model_inputs,model_runtime,derived_inputs,model_internal_3d_perception,external_local_avoidance,uses_shared_path_follower,uses_shared_velocity_filter,instruction,seed,pedestrian_count,success,navigation_error,spl,path_length,duration,physical_collision_count,pedestrian_collision_count,collision_rate,stuck_count,recovery_count,mean_inference_latency,p50_inference_latency,p95_inference_latency,max_inference_latency,mean_vlm_latency,mean_action_expert_latency,mean_control_frequency,minimum_control_frequency,direct_velocity,official_pedestrian_count,effective_pedestrian_count
ticvla,dynanav_full85_noped_20260828,dynanav_012,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight past the wheelchairs and stop at the water dispenser by the window.,666,10,True,1.489875538,1.0,14.326179629608152,19.279999998999998,0,0,0.0,0,0,1.0508827429551344,1.0501413345336914,1.0760108828544617,1.084973692893982,1.050065421141111,0.0008173184872318346,20.061241763963174,19.801387327110124,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_013,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight past the wheelchairs and stop at the water dispenser by the window.,666,20,True,1.496916824,1.0,13.745081473511027,15.939999999999998,0,0,0.0,0,0,1.0712529962713069,1.0697161555290222,1.1305760324001313,1.1482393741607666,1.070430419661782,0.0008225894522514533,20.06631993714673,19.489668496842153,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_014,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight past the wheelchairs and stop at the water dispenser by the window.,666,30,True,1.489741401,1.0,13.952671098771432,16.2,0,0,0.0,0,0,1.066168468931447,1.0621904134750366,1.1101467251777648,1.132743000984192,1.065341000971587,0.0008274570876813453,20.09725433039115,19.792843736633753,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_015,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight past the wheelchairs and stop at the water dispenser by the window.,666,40,True,1.499807593,1.0,14.268376509935973,18.039999999,0,0,0.0,0,0,1.049941785633564,1.0464650988578796,1.0817153573036193,1.119929552078247,1.0491447299718857,0.0007970653192993874,20.074117233710016,19.72626684910441,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_016,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Move forward toward the staircase, then turn left to enter the hallway. Continue straight ahead and stop in front of the blue hospital bed on the right side of the hallway.",666,0,False,11.371555494,0.0,17.224182179298175,85.01999999899999,50,0,0.588096918379065,7,7,1.041580094286233,1.0432063341140747,1.0793794393539429,1.1077299118041992,1.0407316862059033,0.0008484078917560006,20.011886048970204,19.69531544226451,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_017,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Move forward toward the staircase, then turn left to enter the hallway. Continue straight ahead and stop in front of the blue hospital bed on the right side of the hallway.",666,10,True,1.497601743,0.8992896811197164,23.850980050699434,29.419999998999998,0,0,0.0,0,0,1.0401216206096469,1.0399584770202637,1.0661053955554962,1.091424822807312,1.0392869824454898,0.0008346342642436779,20.047011597269368,19.796778579130642,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_018,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Move forward toward the staircase, then turn left to enter the hallway. Continue straight ahead and stop in front of the blue hospital bed on the right side of the hallway.",666,20,False,14.766513725,0.0,13.728410953398503,100.04,15,0,0.14994002399040382,18,18,1.0428498056199815,1.0402896404266357,1.101959478855133,1.1308461427688599,1.0420014920334022,0.0008483166319719101,20.010069519547706,18.957793422281963,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_019,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Move forward toward the staircase, then turn left to enter the hallway. Continue straight ahead and stop in front of the blue hospital bed on the right side of the hallway.",666,30,False,32.120088379,0.0,59.97061670655979,115.03999999899999,143,0,1.2430458970900822,0,0,1.0394142237177655,1.041061520576477,1.0766075491905212,1.1004241704940796,1.0385981297200442,0.0008160946090802825,20.008452803769345,19.625320067932453,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_020,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Move forward toward the staircase, then turn left to enter the hallway. Continue straight ahead and stop in front of the blue hospital bed on the right side of the hallway.",666,40,True,1.494153081,0.8923375936552257,24.03642419590122,28.46,4,0,0.14054813773717498,0,0,1.038646119396861,1.0371862649917603,1.0769782066345215,1.0967769622802734,1.0377945245766058,0.000851583823266371,20.064371194375365,19.69661269521338,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_021,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Exit the room and turn right to enter the hallway. Continue straight ahead and to the end of the hallway.,666,0,False,20.083855742,0.0,70.19959016564583,115.02000000000001,68,0,0.5912015301686663,0,0,1.0461049844150894,1.0450165271759033,1.0810700535774231,1.1128371953964233,1.0452724208861042,0.0008325614242248831,20.00850128048563,19.39277913333358,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_022,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Exit the room and turn right to enter the hallway. Continue straight ahead and to the end of the hallway.,666,10,True,1.485935553,0.8574155401467147,29.286077075712683,37.64,10,0,0.26567481402763016,0,0,1.0483339620086383,1.0470285415649414,1.091288948059082,1.100807785987854,1.0475043688180312,0.0008295858169044808,20.026248702906575,19.543782467298964,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_023,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Exit the room and turn right to enter the hallway. Continue straight ahead and to the end of the hallway.,666,20,False,40.698007816,0.0,100.19960581747608,145.02,37,0,0.25513722245207554,0,0,1.0380448897679646,1.0378320217132568,1.072299700975418,1.1174651384353638,1.0372216730725532,0.0008232190134460289,20.00852000414589,19.690119653550553,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_024,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Exit the room and turn right to enter the hallway. Continue straight ahead and to the end of the hallway.,666,30,False,2.435984735,0.0,91.53152538300762,160.20000000000002,244,0,1.5230961298377028,5,5,1.038944179241636,1.0382219552993774,1.07343190908432,1.1151388883590698,1.0381084728029977,0.0008357038584422419,20.00638878935465,19.527510424081537,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_025,hospital,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Exit the room and turn right to enter the hallway. Continue straight ahead and to the end of the hallway.,666,40,False,16.309418838,0.0,37.96858253730133,175.16000000000003,1263,0,7.210550353962091,2,2,1.0759239081483687,1.0829463005065918,1.126393234729767,1.1462231874465942,1.0749962268954647,0.0009276836717086606,20.005035481644924,19.422441453939495,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_026,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,0,False,14.223472267,0.0,19.006194917870648,50.040000000000006,8,0,0.15987210231814547,2,1,1.0436646317442257,1.0458637475967407,1.0855223655700683,1.0897711515426636,1.0428196630544133,0.0008449659960913575,20.01998543651522,19.760082550202213,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_027,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,10,False,23.974673747,0.0,29.671516436370442,60.019999999999996,54,0,0.8997000999666779,1,1,1.0436146501884904,1.0456470847129822,1.07966810464859,1.12276029586792,1.0427838945111563,0.0008307628950840512,20.016197490791004,19.82601643047808,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_028,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,20,False,12.856007988,0.0,46.517091313139794,70.079999999,97,0,1.384132420111075,0,0,1.0479035213881849,1.0454726219177246,1.093843698501587,1.1172327995300293,1.0470949621761547,0.0008085484173623662,20.01960487869172,18.68872154501634,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_029,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,30,False,14.214061313,0.0,21.225545951316192,80.12,223,0,2.783325012481278,18,17,1.0549536347389221,1.0536609888076782,1.1006121039390564,1.1378276348114014,1.0540884334108105,0.0008652067064995999,20.011996783705733,19.681902275151284,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_030,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Go straight ahead and stop at the nearest elevator.,666,40,False,9.169583497,0.0,46.31704329820292,90.04,91,0,1.0106619280319857,0,0,1.0512954930002376,1.0462944507598877,1.09583420753479,1.1328532695770264,1.0504848180815232,0.000810672785335964,20.010575240565448,19.786877927695603,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_031,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,0,False,40.35752873,0.0,5.4869965485480625,65.06,175,0,2.689824777128804,8,8,1.0482551223353336,1.048576831817627,1.082265269756317,1.0979856252670288,1.0474253704673366,0.0008297562096758109,20.014035539972692,19.564289193635418,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_032,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,10,False,14.224398772,0.0,40.314745643194804,75.199999999,278,0,3.6968085106874575,3,3,1.0388187692278907,1.0374869108200073,1.0735147953033448,1.0848335027694702,1.0379665187426976,0.000852246616878325,20.01435544641514,19.735162423863535,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_033,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,20,False,2.555316027,0.0,51.145362632985425,85.08,162,0,1.904090267983075,0,0,1.032899603863393,1.0337556600570679,1.0618783235549927,1.08794367313385,1.0320827089065363,0.0008168971379603113,20.01288661461528,19.716854928907996,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_034,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,30,False,12.401346839,0.0,55.75693959245316,95.08000000000001,67,0,0.704669751787968,0,0,1.0356866901082205,1.0342594385147095,1.0728502035140992,1.1107192039489746,1.0348597549854364,0.0008269373084159385,20.010236340568802,19.70603675954465,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_035,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,Turn right and follow the blue carpet to the end of the hallway. Enter the room with the reception desk.,666,40,False,40.447554364,0.0,18.62639503640868,105.01999999899999,260,0,2.4757189107072533,8,8,1.0526316037365036,1.0529723167419434,1.0932819128036497,1.1351343393325806,1.051770666066338,0.0008609351729426314,20.011230771439692,18.989786620312135,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_036,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead through the hallway, then turn left at the end to approach the red emergency exit door.",666,0,False,4.54121488,0.0,21.091333914654268,80.04,147,0,1.836581709145427,0,0,1.0418686077260135,1.0450206398963928,1.0752351224422454,1.0966590642929077,1.0410307844479878,0.000837826714319945,20.011987723403788,19.41884030458242,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_037,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead through the hallway, then turn left at the end to approach the red emergency exit door.",666,10,False,5.40719714,0.0,16.225403428423785,90.099999999,32,0,0.3551609323013891,6,6,1.0466796974651515,1.0490877032279968,1.0759253025054933,1.091315746307373,1.0458167628385127,0.0008629342246422311,20.013731909860326,19.427830194178796,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_038,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead through the hallway, then turn left at the end to approach the red emergency exit door.",666,20,True,1.490022259,1.0,13.322610181746532,23.699999999,5,0,0.21097046414392281,0,0,1.037479417398572,1.0349369645118713,1.0706671178340912,1.0912339687347412,1.036645507439971,0.0008338914121850394,20.053365779646487,19.64198707884915,False,,
ticvla,dynanav_full85_noped_20260828,dynanav_039,office,trajectory_normalized,rgb_only,rgb_only,120.0,"[""rgb"",""motion_state"",""inference_latency"",""instruction""]","{""sensors"":[""rgb"",""odom""],""derived_inputs"":[],""model_internal_3d_perception"":false,""external_local_avoidance"":false,""uses_shared_path_follower"":true,""uses_shared_velocity_filter"":true}",[],False,False,True,True,"Go straight ahead through the hallway, then turn left at the end to approach the red emergency exit door.",666,30,True,1.487603673,0.926963958754243,14.804905010454785,34.779999999000005,22,0,0.6325474410762664,0,0,1.041178754397801,1.0383025407791138,1.0834839582443236,1.0907212495803833,1.040353355359058,0.0008254085182763484,20.033997697047447,19.79158512348624,False,,
